objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_edgwoo,id,buff_dist
220,36512,USA.StreetAddress,00:00:00,100.0,00:00:00,"Howe St & Rhodes Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.067033,-81.538479,41.067033,-81.538479,-81.538479,41.067033,41.067033,HOWE ST @ RHODES AV,,,,,44307,,,36512,03-032064,HOWE ST @ RHODES AV,,44307,,,0,0,2640.0
221,36511,USA.StreetAddress,00:00:00,95.7,00:00:00,"Howe St & Raymond St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541047,41.067051,-81.541047,41.067051,-81.541047,-81.541047,41.067051,41.067051,HOWE ST @ RAYMOND AV,,,,,44307,,,36511,03-040649,HOWE ST @ RAYMOND AV,,44307,,,0,0,2640.0
222,39076,USA.StreetAddress,00:00:00,91.4,00:00:00,"Raymond St & Howe St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541047,41.067051,-81.541047,41.067051,-81.541047,-81.541047,41.067051,41.067051,RAYMOND @ HOWE,,,,,44307,,,39076,03-033204,RAYMOND @ HOWE,,44307,,,0,0,2640.0
223,17437,USA.PointAddress,00:00:00,100.0,00:00:00,"474 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,474,,,L,,,Howe,St,,474 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543391,41.067053,-81.543391,41.06697,-81.544391,-81.542391,41.066053,41.068053,474 HOWE ST,,Akron,,,44307,,,17437,8025877,474 HOWE ST,Akron,44307,,,0,0,2640.0
224,17722,USA.PointAddress,00:00:00,100.0,00:00:00,"486 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,486,,,L,,,Howe,St,,486 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543812,41.067063,-81.543811,41.06691,-81.544812,-81.542812,41.066063,41.068063,486 HOWE ST,,,,,44307,,,17722,99-034529,486 HOWE ST,,44307,,,0,0,2640.0
225,17489,USA.PointAddress,00:00:00,100.0,00:00:00,"476 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,476,,,L,,,Howe,St,,476 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543532,41.067063,-81.543531,41.06691,-81.544532,-81.542532,41.066063,41.068063,476 HOWE ST,,Akron,,,44307,,,17489,8008898,476 HOWE ST,Akron,44307,,,0,0,2640.0
226,32454,USA.PointAddress,00:00:00,100.0,00:00:00,"994 Celina Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,994,,,L,,,Celina,Ave,,994 Celina Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547958,41.067071,-81.548211,41.06708,-81.548958,-81.546958,41.066071,41.068071,994 CELINA AV,,Akron,,,44307,,,32454,8013877,994 CELINA AV,Akron,44307,,,0,0,2640.0
227,36295,USA.StreetAddress,00:00:00,95.7,00:00:00,"Haynes St & Howe St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.542039,41.067073,-81.542039,41.067073,-81.542039,-81.542039,41.067073,41.067073,HAYNES ST AT HOWE AVE,,,,,44307,,,36295,01-038742,HAYNES ST AT HOWE AVE,,44307,,,0,0,2640.0
228,17944,USA.PointAddress,00:00:00,100.0,00:00:00,"496 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,496,,,L,,,Howe,St,,496 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544272,41.067073,-81.544271,41.06694,-81.545272,-81.543272,41.066073,41.068073,496 HOWE ST,,Akron,,,44307,,,17944,10002695,496 HOWE ST,Akron,44307,,,0,0,2640.0
229,15262,USA.PointAddress,00:00:00,100.0,00:00:00,"403 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,403,,,L,,,Howe,St,,403 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540882,41.067078,-81.540881,41.06725,-81.541882,-81.539882,41.066078,41.068078,403 HOWE ST,,Akron,,,44307,,,15262,8006200,403 HOWE ST,Akron,44307,,,0,0,2640.0
230,14981,USA.PointAddress,00:00:00,100.0,00:00:00,"395 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,395,,,L,,,Howe,St,,395 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540561,41.067078,-81.540561,41.0673,-81.541561,-81.539561,41.066078,41.068078,395 HOWE ST,,Akron,,,44307,,,14981,11033128,395 HOWE ST,Akron,44307,,,0,0,2640.0
231,14883,USA.PointAddress,00:00:00,100.0,00:00:00,"391 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,391,,,L,,,Howe,St,,391 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540382,41.067078,-81.540381,41.0673,-81.541382,-81.539382,41.066078,41.068078,391 HOWE ST,,Akron,,,44307,,,14883,9016448,391 HOWE ST,Akron,44307,,,0,0,2640.0
232,14684,USA.PointAddress,00:00:00,100.0,00:00:00,"385 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,385,,,L,,,Howe,St,,385 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540161,41.067078,-81.540221,41.0673,-81.541161,-81.539161,41.066078,41.068078,385 HOWE ST,,Akron,,,44307,,,14684,11025782,385 HOWE ST,Akron,44307,,,0,0,2640.0
233,14574,USA.PointAddress,00:00:00,100.0,00:00:00,"381 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,381,,,L,,,Howe,St,,381 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540031,41.067078,-81.540031,41.06723,-81.541031,-81.539031,41.066078,41.068078,381 HOWE ST,,Akron,,,44307,,,14574,12001133,381 HOWE ST,Akron,44307,,,0,0,2640.0
234,36507,USA.StreetName,00:00:00,88.65,00:00:00,"Howe St, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Howe,St,,Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543782,41.067089,-81.543782,41.067089,-81.549782,-81.537782,41.061089,41.073089,HOWE RD,,,,,44307,,,36507,97-033191,HOWE RD,,44307,,,0,0,2640.0
235,36510,USA.StreetName,00:00:00,100.0,00:00:00,"Howe St, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Howe,St,,Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543782,41.067089,-81.543782,41.067089,-81.549782,-81.537782,41.061089,41.073089,HOWE ST,,Akron,,,,,,36510,7028269,HOWE ST,Akron,0,,,0,0,2640.0
236,37088,USA.StreetAddress,00:00:00,91.4,00:00:00,"Lane St & Howe St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.543979,41.067091,-81.543979,41.067091,-81.543979,-81.543979,41.067091,41.067091,LANE & HOWE STS,,,,,44307,,,37088,00-008921,LANE & HOWE STS,,44307,,,0,0,2640.0
237,37094,USA.StreetAddress,00:00:00,95.7,00:00:00,"Lane St & Howe St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.543979,41.067091,-81.543979,41.067091,-81.543979,-81.543979,41.067091,41.067091,LANE ST @ HOWE,,,,,44307,,,37094,04-020308,LANE ST @ HOWE,,44307,,,0,0,2640.0
238,32461,USA.PointAddress,00:00:00,100.0,00:00:00,"994 La Croix Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,994,,,L,,,La Croix,Ave,,994 La Croix Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548868,41.067102,-81.549091,41.06711,-81.549868,-81.547868,41.066102,41.068102,994 LA CROIX AV,,Akron,,,44307,,,32461,9016193,994 LA CROIX AV,Akron,44307,,,0,0,2640.0
239,32462,USA.PointAddress,00:00:00,98.5,00:00:00,"994 La Croix Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,994,,,L,,,La Croix,Ave,,994 La Croix Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548868,41.067102,-81.549091,41.06711,-81.549868,-81.547868,41.066102,41.068102,994 LACROIX AV,,,,,44307,,,32462,98-023137,994 LACROIX AV,,44307,,,0,0,2640.0
240,32463,USA.PointAddress,00:00:00,89.42,00:00:00,"994 La Croix Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,994,,,L,,,La Croix,Ave,,994 La Croix Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548868,41.067102,-81.549091,41.06711,-81.549868,-81.547868,41.066102,41.068102,994 LACROIX ST,,,,,44307,,,32463,02-014046,994 LACROIX ST,,44307,,,0,0,2640.0
241,17420,USA.PointAddress,00:00:00,100.0,00:00:00,"473 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,473,,,R,,,Howe,St,,473 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543391,41.067108,-81.543391,41.0673,-81.544391,-81.542391,41.066108,41.068108,473 HOWE ST,,Akron,,,44307,,,17420,11008201,473 HOWE ST,Akron,44307,,,0,0,2640.0
242,16837,USA.PointAddress,00:00:00,100.0,00:00:00,"455 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,455,,,R,,,Howe,St,,455 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542752,41.067108,-81.542751,41.06724,-81.543752,-81.541752,41.066108,41.068108,455 HOWE ST,,,,,44307,,,16837,99-016905,455 HOWE ST,,44307,,,0,0,2640.0
243,16631,USA.PointAddress,00:00:00,100.0,00:00:00,"449 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,449,,,R,,,Howe,St,,449 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542562,41.067108,-81.542561,41.06724,-81.543562,-81.541562,41.066108,41.068108,449 HOWE ST,,,,,44307,,,16631,97-011689,449 HOWE ST,,44307,,,0,0,2640.0
244,32397,USA.PointAddress,00:00:00,100.0,00:00:00,"990 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,990,,,L,,,Moeller,Ave,,990 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544998,41.067111,-81.545281,41.06711,-81.545998,-81.543998,41.066111,41.068111,990 MOELLER AV,,Akron,,,44307,,,32397,9025365,990 MOELLER AV,Akron,44307,,,0,0,2640.0
245,17654,USA.PointAddress,00:00:00,100.0,00:00:00,"483 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,483,,,R,,,Howe,St,,483 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543801,41.067118,-81.543801,41.06729,-81.544801,-81.542801,41.066118,41.068118,483 HOWE ST,,Akron,,,44307,,,17654,9004090,483 HOWE ST,Akron,44307,,,0,0,2640.0
246,17556,USA.PointAddress,00:00:00,100.0,00:00:00,"479 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,479,,,R,,,Howe,St,,479 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543671,41.067118,-81.543671,41.06728,-81.544671,-81.542671,41.066118,41.068118,479 HOWE ST,,,,,44307,,,17556,97-026384,479 HOWE ST,,44307,,,0,0,2640.0
247,17466,USA.PointAddress,00:00:00,100.0,00:00:00,"475 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,475,,,R,,,Howe,St,,475 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543532,41.067118,-81.543531,41.06728,-81.544532,-81.542532,41.066118,41.068118,475 HOWE ST,,Akron,,,44307,,,17466,8032206,475 HOWE ST,Akron,44307,,,0,0,2640.0
248,32486,USA.PointAddress,00:00:00,100.0,00:00:00,"995 Leroy Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,995,,,R,,,Leroy,Ave,,995 Leroy Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545915,41.067121,-81.545691,41.06712,-81.546915,-81.544915,41.066121,41.068121,995 LEROY AV,,Akron,,,44307,,,32486,8017906,995 LEROY AV,Akron,44307,,,0,0,2640.0
249,17925,USA.PointAddress,00:00:00,100.0,00:00:00,"495 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,495,,,R,,,Howe,St,,495 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544281,41.067127,-81.544261,41.06727,-81.545281,-81.543281,41.066127,41.068127,495 HOWE ST,,Akron,,,44307,,,17925,13008597,495 HOWE ST,Akron,44307,,,0,0,2640.0
250,18316,USA.PointAddress,00:00:00,100.0,00:00:00,"507 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,507,,,R,,,Howe,St,,507 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544862,41.067138,-81.544681,41.06728,-81.545862,-81.543862,41.066138,41.068138,507 HOWE ST,,Akron,,,44307,,,18316,11027486,507 HOWE ST,Akron,44307,,,0,0,2640.0
251,32315,USA.PointAddress,00:00:00,100.0,00:00:00,"987 Laurel Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,987,,,R,,,Laurel,Ave,,987 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546925,41.06718,-81.546661,41.06718,-81.547925,-81.545925,41.06618,41.06818,987 LAUREL AV,,Akron,,,44307,,,32315,8008270,987 LAUREL AV,Akron,44307,,,0,0,2640.0
252,32330,USA.PointAddress,00:00:00,100.0,00:00:00,"988 Celina Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,988,,,L,,,Celina,Ave,,988 Celina Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547958,41.067191,-81.548211,41.06719,-81.548958,-81.546958,41.066191,41.068191,988 CELINA AV,,Akron,,,44307,,,32330,8014671,988 CELINA AV,Akron,44307,,,0,0,2640.0
253,32415,USA.PointAddress,00:00:00,100.0,00:00:00,"991 La Croix Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,991,,,R,,,La Croix,Ave,,991 La Croix Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548785,41.067209,-81.548581,41.06721,-81.549785,-81.547785,41.066209,41.068209,991 LA CROIX AV,,Akron,,,44307,,,32415,11017212,991 LA CROIX AV,Akron,44307,,,0,0,2640.0
254,32302,USA.PointAddress,00:00:00,100.0,00:00:00,"986 Raymond St, Akron, Ohio, 44307",PointAddress,,,,,,,,986,,,L,,,Raymond,St,,986 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541088,41.067212,-81.541341,41.06721,-81.542088,-81.540088,41.066212,41.068212,986 RAYMOND ST,,Akron,,,44307,,,32302,8013398,986 RAYMOND ST,Akron,44307,,,0,0,2640.0
255,32341,USA.PointAddress,00:00:00,100.0,00:00:00,"988 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,988,,,L,,,Moeller,Ave,,988 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544998,41.06722,-81.545281,41.0672,-81.545998,-81.543998,41.06622,41.06822,988 MOELLER AV,,Akron,,,44307,,,32341,10001204,988 MOELLER AV,Akron,44307,,,0,0,2640.0
256,38365,USA.StreetName,00:00:00,100.0,00:00:00,"Nathan St, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Nathan,St,,Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539864,41.067276,-81.539864,41.067276,-81.543864,-81.535864,41.063276,41.071276,NATHAN ST,,Akron,,,44307,,,38365,11022515,NATHAN ST,Akron,44307,,,0,0,2640.0
257,32265,USA.PointAddress,00:00:00,100.0,00:00:00,"985 Celina Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,985,,,R,,,Celina,Ave,,985 Celina Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547875,41.06729,-81.547651,41.06729,-81.548875,-81.546875,41.06629,41.06829,985 CELINA AV,,Akron,,,44307,,,32265,12004113,985 CELINA AV,Akron,44307,,,0,0,2640.0
258,32232,USA.PointAddress,00:00:00,100.0,00:00:00,"984 Celina Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,984,,,L,,,Celina,Ave,,984 Celina Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547947,41.067301,-81.548201,41.0673,-81.548947,-81.546947,41.066301,41.068301,984 CELINA AV,,Akron,,,44307,,,32232,8017595,984 CELINA AV,Akron,44307,,,0,0,2640.0
259,32244,USA.PointAddress,00:00:00,100.0,00:00:00,"984 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,984,,,L,,,Moeller,Ave,,984 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545008,41.06732,-81.545201,41.06729,-81.546008,-81.544008,41.06632,41.06832,984 MOELLER AV,,Akron,,,44307,,,32244,8021415,984 MOELLER AV,Akron,44307,,,0,0,2640.0
260,32199,USA.PointAddress,00:00:00,100.0,00:00:00,"982 Raymond St, Akron, Ohio, 44307",PointAddress,,,,,,,,982,,,L,,,Raymond,St,,982 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541077,41.067331,-81.541341,41.06733,-81.542077,-81.540077,41.066331,41.068331,982 RAYMOND ST,,Akron,,,44307,,,32199,8025153,982 RAYMOND ST,Akron,44307,,,0,0,2640.0
261,32191,USA.PointAddress,00:00:00,100.0,00:00:00,"982 Haynes St, Akron, Ohio, 44307",PointAddress,,,,,,,,982,,,L,,,Haynes,St,,982 Haynes St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542078,41.067341,-81.542301,41.06735,-81.543078,-81.541078,41.066341,41.068341,982 HAYNES ST,,Akron,,,44307,,,32191,13005705,982 HAYNES ST,Akron,44307,,,0,0,2640.0
262,32096,USA.PointAddress,00:00:00,100.0,00:00:00,"979 Haynes St, Akron, Ohio, 44307",PointAddress,,,,,,,,979,,,R,,,Haynes,St,,979 Haynes St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542005,41.067341,-81.541731,41.06734,-81.543005,-81.541005,41.066341,41.068341,979 HAYNES ST,,Akron,,,44307,,,32096,12024647,979 HAYNES ST,Akron,44307,,,0,0,2640.0
263,32157,USA.PointAddress,00:00:00,100.0,00:00:00,"980 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,980,,,L,,,Snyder,St,,980 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543008,41.067361,-81.543201,41.06736,-81.544008,-81.542008,41.066361,41.068361,980 SNYDER ST,,Akron,,,44307,,,32157,12010031,980 SNYDER ST,Akron,44307,,,0,0,2640.0
264,32110,USA.PointAddress,00:00:00,100.0,00:00:00,"979 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,979,,,R,,,Snyder,St,,979 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542935,41.067371,-81.542691,41.06737,-81.543935,-81.541935,41.066371,41.068371,979 SNYDER ST,,Akron,,,44307,,,32110,9019104,979 SNYDER ST,Akron,44307,,,0,0,2640.0
265,12182,USA.StreetAddress,00:00:00,100.0,00:00:00,"285 Channelwood Cir, Akron, Ohio, 44307",StreetAddress,,,,,,,,285,201,299,L,,,Channelwood,Cir,,285 Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536965,41.067372,-81.536965,41.067372,-81.537965,-81.535965,41.066372,41.068372,285 CHANNELWOOD CIR,,Akron,,,44307,,,12182,8004696,285 CHANNELWOOD CIR,Akron,44307,,,0,0,2640.0
266,12183,USA.StreetAddress,00:00:00,100.0,00:00:00,"285 Channelwood Cir, Akron, Ohio, 44307",StreetAddress,,,,,,,,285,201,299,L,,,Channelwood,Cir,,285 Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536965,41.067372,-81.536965,41.067372,-81.537965,-81.535965,41.066372,41.068372,285 CHANNELWOOD CIR APT 215,,,,,44307,,,12183,06-024660,285 CHANNELWOOD CIR APT 215,,44307,,,0,0,2640.0
267,12184,USA.StreetAddress,00:00:00,100.0,00:00:00,"285 Channelwood Cir, Akron, Ohio, 44307",StreetAddress,,,,,,,,285,201,299,L,,,Channelwood,Cir,,285 Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536965,41.067372,-81.536965,41.067372,-81.537965,-81.535965,41.066372,41.068372,285 CHANNELWOOD CIR APT 409,,,,,44307,,,12184,04-034784,285 CHANNELWOOD CIR APT 409,,44307,,,0,0,2640.0
268,12186,USA.StreetAddress,00:00:00,100.0,00:00:00,"285 Channelwood Cir, Akron, Ohio, 44307",StreetAddress,,,,,,,,285,201,299,L,,,Channelwood,Cir,,285 Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536965,41.067372,-81.536965,41.067372,-81.537965,-81.535965,41.066372,41.068372,285 CHANNELWOOD CIRCLE,,,,,44307,,,12186,97-039732,285 CHANNELWOOD CIRCLE,,44307,,,0,0,2640.0
269,32153,USA.PointAddress,00:00:00,100.0,00:00:00,"980 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,980,,,L,,,Moeller,Ave,,980 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545008,41.06739,-81.545201,41.06739,-81.546008,-81.544008,41.06639,41.06839,980 MOELLER AV,,Akron,,,44307,,,32153,12001633,980 MOELLER AV,Akron,44307,,,0,0,2640.0
270,32151,USA.PointAddress,00:00:00,100.0,00:00:00,"980 Laurel Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,980,,,L,,,Laurel,Ave,,980 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546998,41.067391,-81.547161,41.06739,-81.547998,-81.545998,41.066391,41.068391,980 LAUREL AV,,Akron,,,44307,,,32151,12022773,980 LAUREL AV,Akron,44307,,,0,0,2640.0
271,32195,USA.PointAddress,00:00:00,100.0,00:00:00,"982 Leroy Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,982,,,L,,,Leroy,Ave,,982 Leroy Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545989,41.067391,-81.546261,41.06739,-81.546989,-81.544989,41.066391,41.068391,982 LEROY AV,,Akron,,,44307,,,32195,8023875,982 LEROY AV,Akron,44307,,,0,0,2640.0
272,32307,USA.StreetName,00:00:00,90.1,00:00:00,"Channelwood Cir, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Channelwood,Cir,,Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536654,41.067396,-81.536654,41.067396,-81.538654,-81.534654,41.065396,41.069396,987 CHANNELWOOD CIR,,Akron,,,44301,,,32307,10000108,987 CHANNELWOOD CIR,Akron,44301,,,0,0,2640.0
273,33603,USA.StreetName,00:00:00,88.65,00:00:00,"Channelwood Cir, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Channelwood,Cir,,Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536654,41.067396,-81.536654,41.067396,-81.538654,-81.534654,41.065396,41.069396,CHANNELWOOD,,,,,44307,,,33603,05-013648,CHANNELWOOD,,44307,,,0,0,2640.0
274,33605,USA.StreetName,00:00:00,100.0,00:00:00,"Channelwood Cir, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Channelwood,Cir,,Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536654,41.067396,-81.536654,41.067396,-81.538654,-81.534654,41.065396,41.069396,CHANNELWOOD CIR,,Akron,,,44307,,,33605,8037919,CHANNELWOOD CIR,Akron,44307,,,0,0,2640.0
275,33607,USA.StreetName,00:00:00,88.65,00:00:00,"Channelwood Cir, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Channelwood,Cir,,Channelwood Cir,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.536654,41.067396,-81.536654,41.067396,-81.538654,-81.534654,41.065396,41.069396,CHANNELWOOD VILLAGE,,,,,44307,,,33607,03-013699,CHANNELWOOD VILLAGE,,44307,,,0,0,2640.0
276,32165,USA.PointAddress,00:00:00,100.0,00:00:00,"981 Celina Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,981,,,R,,,Celina,Ave,,981 Celina Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547875,41.067399,-81.547741,41.06741,-81.548875,-81.546875,41.066399,41.068399,981 CELINA AV,,Akron,,,44307,,,32165,14019743,981 CELINA AV,Akron,44307,,,0,0,2640.0
277,32053,USA.PointAddress,00:00:00,100.0,00:00:00,"977 Nathan St, Akron, Ohio, 44307",PointAddress,,,,,,,,977,,,R,,,Nathan,St,,977 Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539825,41.06741,-81.539691,41.06741,-81.540825,-81.538825,41.06641,41.06841,977 NATHAN ST,,Akron,,,44307,,,32053,12001423,977 NATHAN ST,Akron,44307,,,0,0,2640.0
278,32058,USA.PointAddress,00:00:00,100.0,00:00:00,"977 Raymond St, Akron, Ohio, 44307",PointAddress,,,,,,,,977,,,R,,,Raymond,St,,977 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541005,41.06742,-81.540881,41.06742,-81.542005,-81.540005,41.06642,41.06842,977 RAYMOND ST,,Akron,,,44307,,,32058,8029917,977 RAYMOND ST,Akron,44307,,,0,0,2640.0
279,32194,USA.PointAddress,00:00:00,100.0,00:00:00,"982 Lane St, Akron, Ohio, 44307",PointAddress,,,,,,,,982,,,L,,,Lane,St,,982 Lane St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544008,41.067441,-81.544261,41.06745,-81.545008,-81.543008,41.066441,41.068441,982 LANE ST,,Akron,,,44307,,,32194,11001555,982 LANE ST,Akron,44307,,,0,0,2640.0
280,32103,USA.PointAddress,00:00:00,100.0,00:00:00,"979 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,979,,,R,,,Moeller,Ave,,979 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544935,41.067451,-81.544681,41.06745,-81.545935,-81.543935,41.066451,41.068451,979 MOELLER AV,,Akron,,,44307,,,32103,12016582,979 MOELLER AV,Akron,44307,,,0,0,2640.0
281,19936,USA.PointAddress,00:00:00,100.0,00:00:00,"564 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,564,,,R,,,Howe,St,,564 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546672,41.067473,-81.546671,41.06734,-81.547672,-81.545672,41.066473,41.068473,564 HOWE ST,,Akron,,,44307,,,19936,12020600,564 HOWE ST,Akron,44307,,,0,0,2640.0
282,19893,USA.PointAddress,00:00:00,100.0,00:00:00,"562 Howe St, Akron, Ohio, 44307",PointAddress,,,,,,,,562,,,R,,,Howe,St,,562 Howe St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546531,41.067473,-81.546531,41.06734,-81.547531,-81.545531,41.066473,41.068473,562 HOWE ST,,Akron,,,44307,,,19893,11018536,562 HOWE ST,Akron,44307,,,0,0,2640.0
