objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_cv_buf,id,buff_dist
574,10087,USA.StreetAddress,00:00:00,100.0,00:00:00,"200 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,200,220,146,L,E,,North,St,,200 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509065,41.08997,-81.509065,41.08997,-81.511065,-81.507065,41.08797,41.09197,200 E. NORTH STREET APT. G,,,,,44304,,,10087,00-026476,200 E. NORTH STREET APT. G,,44304,,,0,0,2640.0
575,11317,USA.PointAddress,00:00:00,100.0,00:00:00,"249 E North St, Akron, Ohio, 44304",PointAddress,,,,,,,,249,,,L,E,,North,St,,249 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506335,41.089971,-81.506491,41.09012,-81.507335,-81.505335,41.088971,41.090971,249 E NORTH ST,,,,,44304,,,11317,98-029191,249 E NORTH ST,,44304,,,0,0,2640.0
576,11318,USA.PointAddress,00:00:00,100.0,00:00:00,"249 E North St, Akron, Ohio, 44304",PointAddress,,,,,,,,249,,,L,E,,North,St,,249 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506335,41.089971,-81.506491,41.09012,-81.507335,-81.505335,41.088971,41.090971,249 E NORTH ST (REAR),,,,,44304,,,11318,05-013950,249 E NORTH ST (REAR),,44304,,,0,0,2640.0
577,27477,USA.StreetAddress,00:00:00,92.43,00:00:00,"81 N Maple St, Akron, Ohio, 44303",StreetAddress,,,,,,,,81,65,87,R,N,,Maple,St,,81 N Maple St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.521855,41.089989,-81.521855,41.089989,-81.522855,-81.520855,41.088989,41.090989,81 S MAPLE ST APT 1,,,,,44303,,,27477,03-001623,81 S MAPLE ST APT 1,,44303,,,0,0,2640.0
578,10182,USA.StreetAddress,00:00:00,100.0,00:00:00,"203 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,203,221,145,R,E,,North,St,,203 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.508952,41.089998,-81.508952,41.089998,-81.510952,-81.506952,41.087998,41.091998,203 E NORTH ST,,,,,44304,,,10182,97-005576,203 E NORTH ST,,44304,,,0,0,2640.0
579,9917,USA.StreetAddress,00:00:00,100.0,00:00:00,"196 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,196,220,146,L,E,,North,St,,196 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509211,41.090006,-81.509211,41.090006,-81.511211,-81.507211,41.088006,41.092006,196 E NORTH ST,,,,,44304,,,9917,96-022175,196 E NORTH ST,,44304,,,0,0,2640.0
580,10138,USA.StreetAddress,00:00:00,100.0,00:00:00,"201 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,201,221,145,R,E,,North,St,,201 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509023,41.090016,-81.509023,41.090016,-81.511023,-81.507023,41.088016,41.092016,201 E NORTH ST,,Akron,,,44304,,,10138,12007682,201 E NORTH ST,Akron,44304,,,0,0,2640.0
581,11471,USA.StreetAddress,00:00:00,100.0,00:00:00,"255 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,255,255,255,R,E,,North,St,,255 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.505972,41.090039,-81.505972,41.090039,-81.506972,-81.504972,41.089039,41.091039,255 E NORTH ST,,Akron,,,44304,,,11471,14002468,255 E NORTH ST,Akron,44304,,,0,0,2640.0
582,9806,USA.PointAddress,00:00:00,100.0,00:00:00,"192 Division St, Akron, Ohio, 44303",PointAddress,,,,,,,,192,,,L,,,Division,St,,192 Division St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.522482,41.090044,-81.522571,41.08991,-81.523482,-81.521482,41.089044,41.091044,192 DIVISION ST,,Akron,,,44303,,,9806,8017406,192 DIVISION ST,Akron,44303,,,0,0,2640.0
583,21878,USA.StreetName,00:00:00,90.54,00:00:00,"West St, Akron, Ohio, 44303",StreetName,,,,,,,,,,,,West,,St,,,West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524953,41.090052,-81.524953,41.090052,-81.526953,-81.522953,41.088052,41.092052,636 DAY ST APT 1,,,,,44303,,,21878,06-038274,636 DAY ST APT 1,,44303,,,0,0,2640.0
584,9614,USA.StreetAddress,00:00:00,100.0,00:00:00,"186 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,186,220,146,L,E,,North,St,,186 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509576,41.090099,-81.509576,41.090099,-81.511576,-81.507576,41.088099,41.092099,186 E NORTH ST,,,,,44304,,,9614,96-008119,186 E NORTH ST,,44304,,,0,0,2640.0
585,9616,USA.StreetAddress,00:00:00,100.0,00:00:00,"186 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,186,220,146,L,E,,North,St,,186 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509576,41.090099,-81.509576,41.090099,-81.511576,-81.507576,41.088099,41.092099,186 E NORTH ST APT C,,,,,44304,,,9616,00-028382,186 E NORTH ST APT C,,44304,,,0,0,2640.0
586,9780,USA.StreetAddress,00:00:00,100.0,00:00:00,"191 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,191,221,145,R,E,,North,St,,191 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509378,41.090106,-81.509378,41.090106,-81.511378,-81.507378,41.088106,41.092106,191 E NORTH ST,,,,,44304,,,9780,96-018076,191 E NORTH ST,,44304,,,0,0,2640.0
587,9781,USA.StreetAddress,00:00:00,100.0,00:00:00,"191 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,191,221,145,R,E,,North,St,,191 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509378,41.090106,-81.509378,41.090106,-81.511378,-81.507378,41.088106,41.092106,191 E NORTH ST APT A,,,,,44304,,,9781,98-040544,191 E NORTH ST APT A,,44304,,,0,0,2640.0
588,38039,USA.StreetAddress,00:00:00,95.7,00:00:00,"N Howard St & Cascade St, Akron, Ohio, 44304",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.516208,41.090114,-81.516208,41.090114,-81.516208,-81.516208,41.090114,41.090114,N HOWARD ST @ CASCADE,,,,,44304,,,38039,04-009894,N HOWARD ST @ CASCADE,,44304,,,0,0,2640.0
589,9469,USA.StreetAddress,00:00:00,100.0,00:00:00,"182 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,182,220,146,L,E,,North,St,,182 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509722,41.090136,-81.509722,41.090136,-81.511722,-81.507722,41.088136,41.092136,182 E NORTH ST,,Akron,,,44304,,,9469,10009485,182 E NORTH ST,Akron,44304,,,0,0,2640.0
590,9470,USA.StreetAddress,00:00:00,100.0,00:00:00,"182 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,182,220,146,L,E,,North,St,,182 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509722,41.090136,-81.509722,41.090136,-81.511722,-81.507722,41.088136,41.092136,182 E NORTH ST #C,,,,,44304,,,9470,97-001379,182 E NORTH ST #C,,44304,,,0,0,2640.0
591,9474,USA.StreetAddress,00:00:00,100.0,00:00:00,"182 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,182,220,146,L,E,,North,St,,182 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509722,41.090136,-81.509722,41.090136,-81.511722,-81.507722,41.088136,41.092136,182 E NORTH ST APT D,,,,,44304,,,9474,04-018089,182 E NORTH ST APT D,,44304,,,0,0,2640.0
592,9476,USA.StreetAddress,00:00:00,100.0,00:00:00,"182 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,182,220,146,L,E,,North,St,,182 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509722,41.090136,-81.509722,41.090136,-81.511722,-81.507722,41.088136,41.092136,182 E NORTH ST I,,,,,44304,,,9476,04-016027,182 E NORTH ST I,,44304,,,0,0,2640.0
593,33,USA.StreetAddress,00:00:00,100.0,00:00:00,"1 Cascade St, Akron, Ohio, 44304",StreetAddress,,,,,,,,1,1,99,R,,,Cascade,St,,1 Cascade St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.516324,41.09015,-81.516324,41.09015,-81.517324,-81.515324,41.08915,41.09115,1 CASCADE ST,,Akron,,,44304,,,33,9027527,1 CASCADE ST,Akron,44304,,,0,0,2640.0
594,5920,USA.StreetAddress,00:00:00,100.0,00:00:00,"13 Cascade St, Akron, Ohio, 44304",StreetAddress,,,,,,,,13,1,99,R,,,Cascade,St,,13 Cascade St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.516381,41.090154,-81.516381,41.090154,-81.517381,-81.515381,41.089154,41.091154,13 CASCADE ST,,,,,44304,,,5920,96-014729,13 CASCADE ST,,44304,,,0,0,2640.0
595,9407,USA.StreetAddress,00:00:00,100.0,00:00:00,"180 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,180,220,146,L,E,,North,St,,180 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509795,41.090154,-81.509795,41.090154,-81.511795,-81.507795,41.088154,41.092154,180 E NORTH ST,,Akron,,,44304,,,9407,9006046,180 E NORTH ST,Akron,44304,,,0,0,2640.0
596,9307,USA.StreetAddress,00:00:00,100.0,00:00:00,"178 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,178,220,146,L,E,,North,St,,178 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509868,41.090172,-81.509868,41.090172,-81.511868,-81.507868,41.088172,41.092172,178 E NORTH ST,,,,,44304,,,9307,96-033034,178 E NORTH ST,,44304,,,0,0,2640.0
597,9308,USA.StreetAddress,00:00:00,100.0,00:00:00,"178 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,178,220,146,L,E,,North,St,,178 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509868,41.090172,-81.509868,41.090172,-81.511868,-81.507868,41.088172,41.092172,178 E NORTH ST APT 3,,,,,44304,,,9308,99-018790,178 E NORTH ST APT 3,,44304,,,0,0,2640.0
598,9309,USA.StreetAddress,00:00:00,100.0,00:00:00,"178 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,178,220,146,L,E,,North,St,,178 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509868,41.090172,-81.509868,41.090172,-81.511868,-81.507868,41.088172,41.092172,178 E NORTH ST APT A,,,,,44304,,,9309,01-011969,178 E NORTH ST APT A,,44304,,,0,0,2640.0
599,9312,USA.StreetAddress,00:00:00,100.0,00:00:00,"178 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,178,220,146,L,E,,North,St,,178 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509868,41.090172,-81.509868,41.090172,-81.511868,-81.507868,41.088172,41.092172,178 E NORTH ST APT F,,,,,44304,,,9312,00-022273,178 E NORTH ST APT F,,44304,,,0,0,2640.0
600,9220,USA.StreetAddress,00:00:00,100.0,00:00:00,"176 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,176,220,146,L,E,,North,St,,176 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509941,41.090191,-81.509941,41.090191,-81.511941,-81.507941,41.088191,41.092191,176 E NORTH ST,,Akron,,,44304,,,9220,13003254,176 E NORTH ST,Akron,44304,,,0,0,2640.0
601,9043,USA.StreetAddress,00:00:00,100.0,00:00:00,"172 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,172,220,146,L,E,,North,St,,172 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510087,41.090228,-81.510087,41.090228,-81.512087,-81.508087,41.088228,41.092228,172 E NORTH ST,,Akron,,,44304,,,9043,12001230,172 E NORTH ST,Akron,44304,,,0,0,2640.0
602,16991,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST,,Akron,,,44303,,,16991,8007801,46 WEST ST,Akron,44303,,,0,0,2640.0
603,16992,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST #A13,,,,,44303,,,16992,96-033696,46 WEST ST #A13,,44303,,,0,0,2640.0
604,16993,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST #A5,,,,,44303,,,16993,96-030784,46 WEST ST #A5,,44303,,,0,0,2640.0
605,16994,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST A14,,,,,44303,,,16994,03-014466,46 WEST ST A14,,44303,,,0,0,2640.0
606,16995,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST APT #A14,,,,,44303,,,16995,03-034735,46 WEST ST APT #A14,,44303,,,0,0,2640.0
607,16996,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST APT A14,,,,,44303,,,16996,03-008748,46 WEST ST APT A14,,44303,,,0,0,2640.0
608,16998,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST APT A7,,,,,44303,,,16998,01-006019,46 WEST ST APT A7,,44303,,,0,0,2640.0
609,16999,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST APT A9,,,,,44303,,,16999,99-008564,46 WEST ST APT A9,,44303,,,0,0,2640.0
610,17001,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST APT B3,,,,,44303,,,17001,98-038018,46 WEST ST APT B3,,44303,,,0,0,2640.0
611,17003,USA.PointAddress,00:00:00,100.0,00:00:00,"46 West St, Akron, Ohio, 44303",PointAddress,,,,,,,,46,,,L,West,,St,,,46 West St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.524868,41.09023,-81.525171,41.09038,-81.525868,-81.523868,41.08923,41.09123,46 WEST ST B14,,,,,44303,,,17003,02-030237,46 WEST ST B14,,44303,,,0,0,2640.0
612,9611,USA.StreetName,00:00:00,88.65,00:00:00,"Cascade St, Akron, Ohio, 44304",StreetName,,,,,,,,,,,,,,Cascade,St,,Cascade St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.516976,41.090256,-81.516976,41.090256,-81.518976,-81.514976,41.088256,41.092256,186 CASCADE CT,,Akron,,,44304,,,9611,14021465,186 CASCADE CT,Akron,44304,,,0,0,2640.0
613,9805,USA.StreetName,00:00:00,88.65,00:00:00,"Cascade St, Akron, Ohio, 44304",StreetName,,,,,,,,,,,,,,Cascade,St,,Cascade St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.516976,41.090256,-81.516976,41.090256,-81.518976,-81.514976,41.088256,41.092256,192 CASCADE CT,,Akron,,,44304,,,9805,13017793,192 CASCADE CT,Akron,44304,,,0,0,2640.0
614,10156,USA.StreetName,00:00:00,88.65,00:00:00,"Cascade St, Akron, Ohio, 44304",StreetName,,,,,,,,,,,,,,Cascade,St,,Cascade St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.516976,41.090256,-81.516976,41.090256,-81.518976,-81.514976,41.088256,41.092256,202 CASCADE CT,,Akron,,,44304,,,10156,12008456,202 CASCADE CT,Akron,44304,,,0,0,2640.0
615,8888,USA.StreetAddress,00:00:00,100.0,00:00:00,"168 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,168,220,146,L,E,,North,St,,168 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510233,41.090265,-81.510233,41.090265,-81.512233,-81.508233,41.088265,41.092265,168 E NORTH ST,,Akron,,,44304,,,8888,9004518,168 E NORTH ST,Akron,44304,,,0,0,2640.0
616,9256,USA.PointAddress,00:00:00,100.0,00:00:00,"177 E North St, Akron, Ohio, 44304",PointAddress,,,,,,,,177,,,R,E,,North,St,,177 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510025,41.090268,-81.508871,41.0902,-81.511025,-81.509025,41.089268,41.091268,177 E NORTH ST #D,,,,,44304,,,9256,96-025492,177 E NORTH ST #D,,44304,,,0,0,2640.0
617,9258,USA.PointAddress,00:00:00,100.0,00:00:00,"177 E North St, Akron, Ohio, 44304",PointAddress,,,,,,,,177,,,R,E,,North,St,,177 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510025,41.090268,-81.508871,41.0902,-81.511025,-81.509025,41.089268,41.091268,177 E NORTH ST APT C,,,,,44304,,,9258,99-022150,177 E NORTH ST APT C,,44304,,,0,0,2640.0
618,9259,USA.PointAddress,00:00:00,100.0,00:00:00,"177 E North St, Akron, Ohio, 44304",PointAddress,,,,,,,,177,,,R,E,,North,St,,177 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510025,41.090268,-81.508871,41.0902,-81.511025,-81.509025,41.089268,41.091268,177 E NORTH ST APT D,,,,,44304,,,9259,99-021710,177 E NORTH ST APT D,,44304,,,0,0,2640.0
619,10417,USA.PointAddress,00:00:00,100.0,00:00:00,"212 Division St, Akron, Ohio, 44303",PointAddress,,,,,,,,212,,,L,,,Division,St,,212 Division St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.523081,41.090275,-81.523231,41.09003,-81.524081,-81.522081,41.089275,41.091275,212 DIVISION ST,,,,,44303,,,10417,97-026004,212 DIVISION ST,,44303,,,0,0,2640.0
620,8795,USA.StreetAddress,00:00:00,100.0,00:00:00,"166 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,166,220,146,L,E,,North,St,,166 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510306,41.090283,-81.510306,41.090283,-81.512306,-81.508306,41.088283,41.092283,166 E NORTH ST,,Akron,,,44304,,,8795,8032568,166 E NORTH ST,Akron,44304,,,0,0,2640.0
621,8709,USA.StreetAddress,00:00:00,100.0,00:00:00,"164 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,164,220,146,L,E,,North,St,,164 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510379,41.090302,-81.510379,41.090302,-81.512379,-81.508379,41.088302,41.092302,164 E NORTH ST,,,,,44304,,,8709,96-010381,164 E NORTH ST,,44304,,,0,0,2640.0
622,8710,USA.StreetAddress,00:00:00,100.0,00:00:00,"164 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,164,220,146,L,E,,North,St,,164 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510379,41.090302,-81.510379,41.090302,-81.512379,-81.508379,41.088302,41.092302,164 E NORTH ST APT C,,,,,44304,,,8710,01-006686,164 E NORTH ST APT C,,44304,,,0,0,2640.0
623,8711,USA.StreetAddress,00:00:00,100.0,00:00:00,"164 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,164,220,146,L,E,,North,St,,164 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510379,41.090302,-81.510379,41.090302,-81.512379,-81.508379,41.088302,41.092302,164 E NORTH ST APT E,,,,,44304,,,8711,02-018704,164 E NORTH ST APT E,,44304,,,0,0,2640.0
624,8448,USA.StreetAddress,00:00:00,100.0,00:00:00,"160 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,160,220,146,L,E,,North,St,,160 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510525,41.090338,-81.510525,41.090338,-81.512525,-81.508525,41.088338,41.092338,160 E NORTH ST,,,,,44304,,,8448,96-029454,160 E NORTH ST,,44304,,,0,0,2640.0
625,8450,USA.StreetAddress,00:00:00,100.0,00:00:00,"160 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,160,220,146,L,E,,North,St,,160 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510525,41.090338,-81.510525,41.090338,-81.512525,-81.508525,41.088338,41.092338,160 E NORTH ST APT I,,,,,44304,,,8450,99-040417,160 E NORTH ST APT I,,44304,,,0,0,2640.0
626,2357,USA.PointAddress,00:00:00,100.0,00:00:00,"110 N Walnut St, Akron, Ohio, 44304",PointAddress,,,,,,,,110,,,L,N,,Walnut,St,,110 N Walnut St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520403,41.090353,-81.520621,41.09042,-81.521403,-81.519403,41.089353,41.091353,110 N WALNUT ST,,Akron,,,44304,,,2357,10011136,110 N WALNUT ST,Akron,44304,,,0,0,2640.0
627,1746,USA.StreetAddress,00:00:00,100.0,00:00:00,"107 N Walnut St, Akron, Ohio, 44304",StreetAddress,,,,,,,,107,75,115,R,N,,Walnut,St,,107 N Walnut St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520296,41.09037,-81.520296,41.09037,-81.521296,-81.519296,41.08937,41.09137,107 N WALNUT ST,,Akron,,,44304,,,1746,12021935,107 N WALNUT ST,Akron,44304,,,0,0,2640.0
628,2564,USA.StreetAddress,00:00:00,92.43,00:00:00,"111 N Maple St, Akron, Ohio, 44303",StreetAddress,,,,,,,,111,89,179,R,N,,Maple,St,,111 N Maple St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.521605,41.090374,-81.521605,41.090374,-81.522605,-81.520605,41.089374,41.091374,111 S MAPLE ST  APT #1,,,,,44303,,,2564,05-022770,111 S MAPLE ST  APT #1,,44303,,,0,0,2640.0
629,8160,USA.StreetAddress,00:00:00,100.0,00:00:00,"156 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,156,220,146,L,E,,North,St,,156 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510671,41.090375,-81.510671,41.090375,-81.512671,-81.508671,41.088375,41.092375,156 E NORTH ST,,Akron,,,44304,,,8160,9027864,156 E NORTH ST,Akron,44304,,,0,0,2640.0
630,3286,USA.StreetAddress,00:00:00,100.0,00:00:00,"115 Aetna St, Akron, Ohio, 44304",StreetAddress,,,,,,,,115,199,101,R,,,Aetna,St,,115 Aetna St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520065,41.090379,-81.520065,41.090379,-81.521065,-81.519065,41.089379,41.091379,115 AETNA ST,,Akron,,,44304,,,3286,12028379,115 AETNA ST,Akron,44304,,,0,0,2640.0
631,8033,USA.StreetAddress,00:00:00,100.0,00:00:00,"154 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,154,220,146,L,E,,North,St,,154 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510744,41.090394,-81.510744,41.090394,-81.512744,-81.508744,41.088394,41.092394,154 E NORTH ST,,Akron,,,44304,,,8033,11004573,154 E NORTH ST,Akron,44304,,,0,0,2640.0
632,8035,USA.StreetAddress,00:00:00,100.0,00:00:00,"154 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,154,220,146,L,E,,North,St,,154 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510744,41.090394,-81.510744,41.090394,-81.512744,-81.508744,41.088394,41.092394,154 E NORTH ST APT D,,,,,44304,,,8035,97-042262,154 E NORTH ST APT D,,44304,,,0,0,2640.0
633,8036,USA.StreetAddress,00:00:00,100.0,00:00:00,"154 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,154,220,146,L,E,,North,St,,154 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.510744,41.090394,-81.510744,41.090394,-81.512744,-81.508744,41.088394,41.092394,154 E NORTH ST APT F,,,,,44304,,,8036,96-008293,154 E NORTH ST APT F,,44304,,,0,0,2640.0
634,31672,USA.PointAddress,00:00:00,100.0,00:00:00,"96 N Maple St, Akron, Ohio, 44303",PointAddress,,,,,,,,96,,,L,N,,Maple,St,,96 N Maple St,,Akron,,Ohio,44303,,USA,ENG,0.0,-81.52166,41.090417,-81.521951,41.09056,-81.52266,-81.52066,41.089417,41.091417,96 N MAPLE ST APT 1,,,,,44303,,,31672,99-019722,96 N MAPLE ST APT 1,,44303,,,0,0,2640.0
635,7799,USA.StreetAddress,00:00:00,100.0,00:00:00,"150 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,150,220,146,L,E,,North,St,,150 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.51089,41.090431,-81.51089,41.090431,-81.51289,-81.50889,41.088431,41.092431,150 E NORTH ST,,Akron,,,44304,,,7799,11033645,150 E NORTH ST,Akron,44304,,,0,0,2640.0
636,7800,USA.StreetAddress,00:00:00,100.0,00:00:00,"150 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,150,220,146,L,E,,North,St,,150 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.51089,41.090431,-81.51089,41.090431,-81.51289,-81.50889,41.088431,41.092431,150 E NORTH ST APT C,,,,,44304,,,7800,99-042266,150 E NORTH ST APT C,,44304,,,0,0,2640.0
637,7523,USA.StreetAddress,00:00:00,100.0,00:00:00,"146 E North St, Akron, Ohio, 44304",StreetAddress,,,,,,,,146,220,146,L,E,,North,St,,146 E North St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.511036,41.090468,-81.511036,41.090468,-81.513036,-81.509036,41.088468,41.092468,146 E NORTH ST,,Akron,,,44304,,,7523,9005772,146 E NORTH ST,Akron,44304,,,0,0,2640.0
